id,title,assignee,inventor,priority_date,creation_date,publication_date,grant_date,result_link,representative_figure_link,number_of_authors,number_of_viewers
US-11092966-B2,Building an artificial-intelligence system for an autonomous vehicle ,The Boeing Company,"Daniel ReMine, Tyler Charles Staudinger, Joshua David Kalin",2018-12-14,2018-12-14,2021-08-17,2021-08-17,https://patents.google.com/patent/US11092966B2/en,https://patentimages.storage.googleapis.com/11/64/db/002465bafa0413/US11092966-20210817-D00000.png,one,20027
US-11003864-B2,Artificial intelligence optimized unstructured data analytics systems and methods ,"Stratifyd, Inc.",Xiaoyu Wang,2016-05-11,2018-04-30,2021-05-11,2021-05-11,https://patents.google.com/patent/US11003864B2/en,https://patentimages.storage.googleapis.com/a1/ea/b4/a3b05389b97fca/US11003864-20210511-D00000.png,one,20028
US-11341439-B2,Artificial intelligence and machine learning based product development ,Accenture Global Solutions Limited,"Raghavendra MEHARWADE, Jeffson FELIX DSOUZA, Pratap Venkata Naga Poorna Bontha, Anubhav Gupta, Aruna SIVAKUMAR, Muthalanghat NISHA, Janagi MADHANKUMAR, Roopalaxmi Manjunath, Purnima JAGANNATHAN, Nevis Ravi KUMAR RODRIGUEZ, Rajesh Nagarajan, Koushik M. VIJAYARAGHAVAN, Rajendra T. Prasad, Mohan SEKHAR",2017-08-14,2018-08-14,2022-05-24,2022-05-24,https://patents.google.com/patent/US11341439B2/en,https://patentimages.storage.googleapis.com/1d/ed/6a/6d866bf6b19e52/US11341439-20220524-D00000.png,one,20029
US-11012381-B2,Computing performance scores of conversational artificial intelligence agents ,"Bryght Ai, Llc",Praful Chavda,2018-10-31,2019-10-31,2021-05-18,2021-05-18,https://patents.google.com/patent/US11012381B2/en,https://patentimages.storage.googleapis.com/de/fc/ea/f9f52183740320/US11012381-20210518-D00000.png,one,20030
US-2022331663-A1,System and Method for Using an Artificial Intelligence Engine to Anonymize Competitive Performance Rankings in a Rehabilitation Setting ,"Rom Technologies, Inc.",Steven Mason,2019-10-03,2022-06-30,2022-10-20,,https://patents.google.com/patent/US20220331663A1/en,https://patentimages.storage.googleapis.com/5a/40/6b/ee8cee85ade23c/US20220331663A1-20221020-D00000.png,one,20031
US-11151177-B2,Search method and apparatus based on artificial intelligence ,"Beijing Baidu Netcom Science And Technology Co., Ltd.","Yukun LI, Yi Liu, Yu Sun, Dianhai YU",2017-08-28,2018-08-03,2021-10-19,2021-10-19,https://patents.google.com/patent/US11151177B2/en,https://patentimages.storage.googleapis.com/de/f2/65/d149ede6659d5f/US11151177-20211019-D00000.png,one,20032
US-11709854-B2,Artificial intelligence based smart data engine ,Bank Of America Corporation,"Nitin Saraswat, Rishi Jhamb",2018-01-02,2018-01-02,2023-07-25,2023-07-25,https://patents.google.com/patent/US11709854B2/en,https://patentimages.storage.googleapis.com/ed/5b/1e/9cbc52c806a95f/US11709854-20230725-D00000.png,one,20033
US-11481461-B2,"Concept networks and systems and methods for the creation, update and use of same to select images, including the selection of images corresponding to destinations in artificial intelligence systems ","Realpage, Inc.","Chao Pan, Melanie Tosik",2017-10-05,2020-11-13,2022-10-25,2022-10-25,https://patents.google.com/patent/US11481461B2/en,https://patentimages.storage.googleapis.com/70/30/fe/3f427f64b87e02/US11481461-20221025-D00000.png,one,20034
US-10661902-B1,Artificial intelligence system for estimating excess non-sapient payload capacity on mixed-payload aeronautic excursions ,QuantumID Technologies Inc,Milind Tavshikar,2019-03-29,2019-03-29,2020-05-26,2020-05-26,https://patents.google.com/patent/US10661902B1/en,https://patentimages.storage.googleapis.com/53/31/05/dada37f9728408/US10661902-20200526-D00000.png,one,20035
US-11645554-B2,"Method and apparatus for recognizing a low-quality article based on artificial intelligence, device and medium ","Beijing Baidu Netcom Science And Technology Co., Ltd.","Chao QIAO, Bo Huang, Daren Li, Qiaoqiao She",2017-06-20,2018-06-20,2023-05-09,2023-05-09,https://patents.google.com/patent/US11645554B2/en,https://patentimages.storage.googleapis.com/6f/ac/c3/d1d40aac131124/US11645554-20230509-D00000.png,one,20036
US-12062425-B2,System and method for implementing a cardiac rehabilitation protocol by using artificial intelligence and standardized measurements ,"Rom Technologies, Inc.","Joel Rosenberg, Steven Mason",2019-10-03,2023-07-31,2024-08-13,2024-08-13,https://patents.google.com/patent/US12062425B2/en,https://patentimages.storage.googleapis.com/f6/99/28/2ede9033e8a96a/US12062425-20240813-D00000.png,one,20037
US-11625508-B2,Artificial intelligence device for guiding furniture placement and method of operating the same ,Lg Electronics Inc.,"Kokeun KIM, Suyeon Kim, Kamin LEE, Seungah CHAE",2019-08-27,2020-07-30,2023-04-11,2023-04-11,https://patents.google.com/patent/US11625508B2/en,https://patentimages.storage.googleapis.com/87/d5/5d/27b1056c4093b7/US11625508-20230411-D00000.png,one,20038
US-10960816-B2,Vehicle engine sound control system and control method based on driver propensity using artificial intelligence ,"Hyundai Motor Company, Kia Motors Corporation","Dong-Chul Lee, In-Soo Jung",2019-04-15,2019-11-19,2021-03-30,2021-03-30,https://patents.google.com/patent/US10960816B2/en,https://patentimages.storage.googleapis.com/1f/12/2d/85877d0354ba7d/US10960816-20210330-D00000.png,one,20039
US-2023236552-A1,Digital-Twin-Enabled Artificial Intelligence System for Distributed Additive Manufacturing ,"Strong Force Vcn Portfolio 2019, Llc","Charles Howard Cella, Brent BLIVEN, Kunal SHARMA",2020-12-18,2023-03-07,2023-07-27,,https://patents.google.com/patent/US20230236552A1/en,https://patentimages.storage.googleapis.com/01/68/76/802b6df18789b4/US20230236552A1-20230727-D00000.png,one,20040
US-2024131393-A1,System and method for using artificial intelligence and a payment system pertaining to components of mapped exercises ,"Rom Technologies, Inc.","Gordon Hull, Steven Mason, Jeff Cote",2021-11-18,2023-12-14,2024-04-25,,https://patents.google.com/patent/US20240131393A1/en,https://patentimages.storage.googleapis.com/c9/13/2c/590a5b5d953714/US20240131393A1-20240425-D00000.png,one,20041
US-10755188-B2,Unified nonlinear modeling approach for machine learning and artificial intelligence (attractor assisted AI) ,"Nxgen Partners Ip, Llc",Solyman Ashrafi,2017-10-18,2018-10-16,2020-08-25,2020-08-25,https://patents.google.com/patent/US10755188B2/en,https://patentimages.storage.googleapis.com/53/05/5a/06f0dbc1727c68/US10755188-20200825-D00000.png,one,20042
US-11467588-B2,Systems and methods for controlling an autonomous vehicle using target orientated artificial intelligence ,"Denso International America, Inc., Denso Corporation",Prasanna Kumar SIVAKUMAR,2019-07-03,2019-07-03,2022-10-11,2022-10-11,https://patents.google.com/patent/US11467588B2/en,https://patentimages.storage.googleapis.com/e6/1a/40/56514609b8f164/US11467588-20221011-D00000.png,two,20043
US-11392856-B2,Methods and systems for an artificial intelligence support network for behavior modification ,"Kpn Innovations, Llc.",Kenneth Neumann,2019-04-29,2020-08-31,2022-07-19,2022-07-19,https://patents.google.com/patent/US11392856B2/en,https://patentimages.storage.googleapis.com/6d/6b/21/f576f3036bc519/US11392856-20220719-D00000.png,two,20044
US-11234629-B2,Method and device for self-learning dynamic electrocardiography analysis employing artificial intelligence ,"Shanghai Lepu CloudMed Co., Ltd.","Chang Liu, Chuanyan Hu, Weiwei Zhou, Haitao Lu, Jiayu Wang, Jun Cao",2017-11-27,2018-01-12,2022-02-01,2022-02-01,https://patents.google.com/patent/US11234629B2/en,https://patentimages.storage.googleapis.com/d5/27/c3/517ee3f6e79b39/US11234629-20220201-D00000.png,two,20045
US-10706347-B2,Apparatus and methods for generating context-aware artificial intelligence characters ,Intel Corporation,Jason Garcia,2018-09-17,2018-09-17,2020-07-07,2020-07-07,https://patents.google.com/patent/US10706347B2/en,https://patentimages.storage.googleapis.com/ea/79/90/49b33561aba7d5/US10706347-20200707-D00000.png,two,20046
US-11314921-B2,Text error correction method and apparatus based on recurrent neural network of artificial intelligence ,"Baidu Online Network Technology (Beijing) Co., Ltd.","Chunjie YANG, Shujie YAO",2017-06-05,2017-12-28,2022-04-26,2022-04-26,https://patents.google.com/patent/US11314921B2/en,https://patentimages.storage.googleapis.com/0c/6b/f5/c5d1442598e2d2/US11314921-20220426-D00000.png,two,20047
US-11113532-B2,Artificial intelligence apparatus for recognizing object and method therefor ,Lg Electronics Inc.,"Jaehong Kim, Heeyeon CHOI",2019-04-16,2019-04-16,2021-09-07,2021-09-07,https://patents.google.com/patent/US11113532B2/en,https://patentimages.storage.googleapis.com/6f/cd/b8/5ad0903fb676e4/US11113532-20210907-D00000.png,two,20048
US-11961593-B2,Artificial intelligence-based determination of analyte data for base calling ,"Illumina, Inc.","Anindita DUTTA, Dorna KASHEFHAGHIGHI, Amirali KIA",2019-03-21,2021-11-17,2024-04-16,2024-04-16,https://patents.google.com/patent/US11961593B2/en,https://patentimages.storage.googleapis.com/95/39/e9/d452f7ee1f195b/US11961593-20240416-D00000.png,two,20049
US-11715485-B2,Artificial intelligence apparatus for converting text and speech in consideration of style and method for the same ,Lg Electronics Inc.,"Jisoo PARK, Jonghoon CHAE",2019-05-17,2019-05-17,2023-08-01,2023-08-01,https://patents.google.com/patent/US11715485B2/en,https://patentimages.storage.googleapis.com/ae/8d/c3/e7f03ef5d0bcfd/US11715485-20230801-D00000.png,two,20050
US-11595333-B2,"Interaction driven artificial intelligence system and uses for same, including travel or real estate related contexts ","Realpage, Inc.","Richard Lawrence Stillwell, JR., Steven Anderson Taylor, Kyle W. Kothe",2017-06-23,2022-03-16,2023-02-28,2023-02-28,https://patents.google.com/patent/US11595333B2/en,https://patentimages.storage.googleapis.com/bb/ff/c6/36e3a4049e9b0f/US11595333-20230228-D00000.png,two,20051
US-2021248514-A1,Artificial intelligence selection and configuration ,"Strong Force TX Portfolio 2018, LLC","Charles Howard Cella, Jenna Lynn Parenti, Taylor D. Charon",2018-05-06,2021-04-28,2021-08-12,,https://patents.google.com/patent/US20210248514A1/en,https://patentimages.storage.googleapis.com/14/f8/01/6aaea9d188422c/US20210248514A1-20210812-D00000.png,two,20052
US-11957960-B2,Method and system for using artificial intelligence to adjust pedal resistance ,Rehab2Fit Technologies Inc.,"Michael Bissonnette, Luis Berga, Steven Mason, Philip Powers, James D. Steidl",2019-05-10,2021-08-06,2024-04-16,2024-04-16,https://patents.google.com/patent/US11957960B2/en,https://patentimages.storage.googleapis.com/70/17/85/39f1cc9bf8dc00/US11957960-20240416-D00000.png,two,20053
US-11393229-B2,Method and system for artificial intelligence based medical image segmentation ,Siemens Healthcare Gmbh,"Shaohua Kevin Zhou, Mingqing Chen, Hui Ding, Bogdan Georgescu, Mehmet Akif Gulsun, Tae Soo Kim, Atilla Peter Kiraly, Xiaoguang Lu, Jin-hyeong Park, Puneet Sharma, Shanhui Sun, Daguang Xu, Zhoubing XU, Yefeng Zheng",2016-07-21,2020-11-24,2022-07-19,2022-07-19,https://patents.google.com/patent/US11393229B2/en,https://patentimages.storage.googleapis.com/1b/6b/e6/6acfdb17e6b822/US11393229-20220719-D00000.png,two,20054
US-11734546-B2,Method and apparatus for recommending food and drink based on artificial intelligence-based user status ,Lg Electronics Inc.,"Jaemyung LEE, Jichan MAENG, Seungjun LEE",2019-08-21,2019-09-27,2023-08-22,2023-08-22,https://patents.google.com/patent/US11734546B2/en,https://patentimages.storage.googleapis.com/1c/f5/90/d89c23190c4cd5/US11734546-20230822-D00000.png,two,20055
US-11475456-B2,Digital content and transaction management using an artificial intelligence (AI) based communication system ,Accenture Global Solutios Limited,"Ramakrishnan Ponniah, Rehan Guha, G. B. Balasundaram, Vijay Mahalingam, Freeda Kanickairaj",2018-07-24,2018-10-22,2022-10-18,2022-10-18,https://patents.google.com/patent/US11475456B2/en,https://patentimages.storage.googleapis.com/6d/a6/fa/5e47c58a0033e5/US11475456-20221018-D00000.png,two,20056
US-11538289-B2,"Artificial intelligence device mounted on vehicle to perform self-diagnosis, and method for the same ",Lg Electronics Inc.,"Jaehong Kim, Heeyeon CHOI",2019-07-23,2019-10-02,2022-12-27,2022-12-27,https://patents.google.com/patent/US11538289B2/en,https://patentimages.storage.googleapis.com/c4/9b/3a/cbe083a3c1b955/US11538289-20221227-D00000.png,two,20057
US-10990901-B2,"Training, validating, and monitoring artificial intelligence and machine learning models ",Accenture Global Solutions Limited,"Arati DEO, Mallika Fernandes, Kishore P. Durg, Teresa ESCRIG, Bhaskar Ghosh, Mahesh Venkataraman",2017-11-13,2018-08-31,2021-04-27,2021-04-27,https://patents.google.com/patent/US10990901B2/en,https://patentimages.storage.googleapis.com/9f/20/d7/abe4ec06e22237/US10990901-20210427-D00000.png,two,20058
US-11989519-B2,Applied artificial intelligence technology for using natural language processing and concept expression templates to train a natural language generation system ,"Salesforce, Inc.","Daniel Joseph Platt, Nathan D. Nichols, Michael Justin Smathers, Jared Lorince",2018-06-28,2020-06-30,2024-05-21,2024-05-21,https://patents.google.com/patent/US11989519B2/en,https://patentimages.storage.googleapis.com/1f/a9/43/e2bdf364214b8d/US11989519-20240521-D00000.png,two,20059
US-11583134-B2,Artificial intelligence cooking device ,Lg Electronics Inc.,"Heungsik Choi, Hyojin AN, Sangoh Kim",2019-07-15,2019-07-15,2023-02-21,2023-02-21,https://patents.google.com/patent/US11583134B2/en,https://patentimages.storage.googleapis.com/d0/fb/76/39ae126f34e756/US11583134-20230221-D00000.png,two,20060
US-11436429-B2,Artificial intelligence-based sequencing ,"Illumina, Inc.","Kishore JAGANATHAN, Anindita DUTTA, Dorna KASHEFHAGHIGHI, John Randall GOBBEL, Amirali KIA",2019-03-21,2020-03-21,2022-09-06,2022-09-06,https://patents.google.com/patent/US11436429B2/en,https://patentimages.storage.googleapis.com/87/db/07/2662339821ecb5/US11436429-20220906-D00000.png,one,20061
US-11461664-B2,Methods and systems for an artificial intelligence alimentary professional support network for vibrant constitutional guidance ,"Kpn Innovations, Llc.",Kenneth Neumann,2019-05-07,2019-05-07,2022-10-04,2022-10-04,https://patents.google.com/patent/US11461664B2/en,https://patentimages.storage.googleapis.com/33/d1/00/ce41a28034702e/US11461664-20221004-D00000.png,one,20062
US-11443380-B2,System and method of providing and recording personalized context-specific advice in the form of an artificial intelligence view of a hierarchical portfolio ,Mark Cummings,Mark Cummings,2020-02-20,2020-02-20,2022-09-13,2022-09-13,https://patents.google.com/patent/US11443380B2/en,https://patentimages.storage.googleapis.com/66/5a/34/6555686aee41d4/US11443380-20220913-D00000.png,one,20063
US-11393491-B2,Artificial intelligence device capable of controlling operation of another device and method of operating the same ,Lg Electronics Inc.,"Jongwoo Han, Hangil JEONG, Heeyeon CHOI",2019-06-04,2019-06-04,2022-07-19,2022-07-19,https://patents.google.com/patent/US11393491B2/en,https://patentimages.storage.googleapis.com/bc/9d/98/79b89dcaaf9288/US11393491-20220719-D00000.png,one,20064
US-2021010645-A1,Artificial intelligence detection system for deep-buried fuel gas pipeline leakage ,"Anhui University of Science and Technology, Hefei Institute Of Public Safety, Tsinghua University","Pingsong ZHANG, Binyang SUN, Hongyong Yuan, Sheng XUE, Liquan GUO, Ming Fu, Xiongwu HU",2019-07-09,2020-07-08,2021-01-14,,https://patents.google.com/patent/US20210010645A1/en,https://patentimages.storage.googleapis.com/20/3f/fc/51b21c3ea99d05/US20210010645A1-20210114-D00000.png,one,20065
